TRAINBuildTimesSTDDEVS:,CAWPE,MLP,SVML,Logistic,C4.5,NN
molec-biol-promoter,809.2831416007477,90.41398645919382,3.270223840442458,3.6755956639893492,1.4446496487342084,0.04439500528731717
molec-biol-splice,25526.520631355066,1986.603753962789,72.94607923073261,25.598292381372172,6.717090947022316,0.41566267604529605
monks-1,478.9074736614393,20.38682329941738,12.261298069456586,3.9997714575176673,6.479457295800292,0.117363338655392
monks-2,449.456051794874,29.45562606027396,5.673154209157199,7.073994914045447,5.844513064771562,0.6211410291868367
monks-3,230.00594352582385,16.624538768983633,12.933897946589017,5.2271981714535345,3.9239735438631977,0.21813593283696758
mushroom,21012.553220167723,427.4572870120491,2609.180995430971,22.86775321416673,25.267304221110752,5.170867659047966
musk-1,17673.557560734866,2229.796187670833,24.49931473243568,17.740302775747647,11.665534708140502,0.13727287099545374
musk-2,160429.6454293588,22809.95604367502,718.3345968782143,153.4859425645707,65.18941291794857,0.8601571711530693
nursery,9291.66415279725,463.4088515430174,161.9881737936392,422.4745384663845,4.056907455733287,1.0261124950311131
oocytes_merluccius_nucleus_4d,5342.213814075876,272.99892484266064,22.67358993425695,5.894560026297155,14.785751898455695,0.161045943462938
oocytes_merluccius_states_2f,1559.6667495000777,94.40792989679744,29.869889104892795,31.09310679961999,19.64042794746202,0.6280693925769522
oocytes_trisopterus_nucleus_2f,1730.3272279811658,156.45874971227917,24.697761423864144,21.90526800010187,42.454290640811806,0.16090202818119784
oocytes_trisopterus_states_5b,2180.3556472540586,188.5414094443676,41.99783735289712,28.158155873839398,20.604421153196306,0.6422848632876119
optical,48476.77886125073,3411.2937515741773,217.39988633348747,510.7677670211657,37.95650802431437,1.7085603199429003
ozone,162694.71585887572,2142.4521208141846,41.51415289697778,20855.78230703086,5.082477327516467,1.0598325428837672
page-blocks,4295.840810331551,249.50674955555561,82.07948927868445,288.3581736298261,22.32849044751324,1.3514120055978676
parkinsons,564.8889044857689,20.33471745788294,9.359893058949142,16.066996841024874,4.713390000066023,0.7505525749541766
pendigits,221327.2269347847,442.4953118589469,194.61067913305953,57549.55173581592,8.72108753696803,3.855214304217432
pima,973.648114930021,14.250358989412302,14.49064245849146,8.941668474779828,4.2309778660224096,0.12445241940303516
pittsburg-bridges-MATERIAL,366.78163971791804,3.392811250904809,14.66445450682973,8.404495356496609,1.9989904915030405,0.08927872206888954
pittsburg-bridges-REL-L,452.07946028633495,8.59264688805148,12.645587912555424,9.016365387043352,4.021238605488562,1.4461262519477738
pittsburg-bridges-SPAN,376.2565656873305,7.5793444250413575,22.523584262115637,6.693181304740581,4.863990291563718,0.4284399698707637
pittsburg-bridges-T-OR-D,264.7295561439382,5.229221529417615,6.76383987688619,4.121336704287542,3.070642853933939,0.6033517045552572
pittsburg-bridges-TYPE,937.9591722936899,10.067920307967723,43.184762920927504,30.333319872986674,4.534740484672779,0.6335272982583544
planning,446.52134557006224,6.623904218092761,11.2300285573238,8.628440559389743,4.520044948116703,0.4041019789953789
plant-margin,431874.6119236894,8191.243449089715,12802.231365297079,62523.0227509751,8.874553063067506,3.3047335612033253
plant-shape,1640786.6789441942,8031.54215031195,8701.432744481272,383572.83615435316,53.6057997476414,0.3422537113505059
plant-texture,508033.45091236517,7253.617549746876,9440.167793380657,64183.872164748784,14.882551580847148,0.25525762842548366
post-operative,579.3541507627915,6.231344390390374,9.560657689636775,1.4671143734039127,3.342300388919261,0.295590469684889
primary-tumor,3321.861367587037,173.43095152928709,342.5724086004947,162.51580067720127,9.279169508333306,0.03622711668686424
ringnorm,6033.520279539172,673.1444709890974,100.98096899115552,23.787279802187705,18.66874409333451,0.9240241791491391
seeds,468.6892054527282,11.166897838706982,17.892486618896328,16.367136351505245,1.360566245237649,0.36286686818297365
semeion,102945.78335560377,11492.113090431567,152.8731771984926,4832.643942274104,16.054877904610617,1.775799806070502
soybean,5568.730348956871,258.66138275671284,567.2979779917014,809.1878728803458,11.643525346480832,0.11708772450593684
spambase,31778.290084031007,1382.2547997460308,42.17216136558108,32.14999637724327,15.678801068770387,0.3408616521730805
spect,509.97163192177874,22.64058317690673,5.306844113638283,5.770666402407797,7.84451519249268,0.05405013419511874
spectf,1111.5815925487275,93.39953704840332,11.24681003223905,18.032488725715687,7.657596942143544,0.2839342346655842
statlog-australian-credit,1662.8639315777978,24.172343705170945,34.62810171391306,10.88369756603473,12.336589099304781,0.657848944971171
statlog-german-credit,1645.947114469529,64.89274966524971,45.71911332578544,26.13899041808175,25.57950426982174,0.82076688093455
statlog-heart,395.6192431183807,17.78943231406162,14.331775955456791,15.197651309615553,5.343325648360917,0.40548669829939954
statlog-image,28246.032287105423,139.87823277377564,99.45485531942882,3455.8473640240536,27.794156746334334,3.5926117553930355
statlog-landsat,16214.450045013624,1436.210605175209,56.64394425987931,99.55730057655757,49.710160347821734,3.729130613369738
statlog-shuttle,312657.18578736065,2982.2037379018266,365.1598748566961,47428.14175856475,98.42065757415264,3.7211592141762195
statlog-vehicle,2143.526267738905,44.454125987685075,23.66083905264327,120.28749575094959,19.62640965998831,0.3438982857670858
steel-plates,1305627.2966288766,333.2963603258185,158.5675508347541,180188.00671700135,5.509164949428685,1.8299012863103015
synthetic-control,5137.148491698309,318.00571437763085,51.92813287300716,39.22495370412428,17.672360226868683,0.6806720368155985
teaching,588.7072299944857,3.5630003297261363,7.381127350327491,3.0333288415934176,5.608308630565131,0.9594947715232196
thyroid,12846.991766810508,540.4433613683616,309.74433890121793,49.09587041477829,20.55961963400877,2.8135364663375193
tic-tac-toe,999.3539249024961,37.07820989090719,23.37796506993664,8.24500596992735,2.8051748261155183,0.14507760516629095
titanic,1232.7165680411656,14.415414352555619,28.78349740547367,8.4776586928745,11.047011052220464,1.7489093874440516
trains,287.25292990920093,5.464423785878029,1.5001853651726302,2.338212855948242,2.2039295258566667,0.1425514984410494
twonorm,6831.202767154496,355.80950494578155,72.69090870019478,36.18983601288745,19.130041525915594,3.326603145178533
vertebral-column-2clases,694.1641456648628,5.202475712238783,6.298527973919291,5.33357940322322,3.367695182522475,0.053709114209145495
vertebral-column-3clases,743.0643561351465,22.75528138137065,12.889549306591734,14.437877189864114,3.8160761691249023,0.5577255511718756
wall-following,6442.929991267814,294.59611272736475,214.54047902614522,45.859823031765714,7.918249168822351,1.0947829307329309
waveform,5732.301666210869,378.27681921144335,69.28262783164395,23.167774600928997,16.447262977579836,1.3428998112817319
waveform-noise,15873.769442755602,2025.2986293064098,88.12105965561719,44.743120551327685,8.650206941141967,2.872154485273913
wine,797.9691297346311,32.958552816628355,15.807582887146154,4.035719526406342,4.29587978807419,0.10292579055318861
wine-quality-red,1921.9138273268268,102.05256748585681,27.212810308179762,92.0022162708279,9.128132611970816,1.2193840474091964
wine-quality-white,2824.9399874335286,165.00747632402573,122.66913504895618,342.7336996008381,34.48293057815525,1.4318184827668516
yeast,2679.121455689277,74.72511139876185,112.39360141003861,39.95557243696075,28.42205050026955,1.675645135927153
zoo,219.93325508596067,9.431984410446054,79.59661317471496,3.5082157030692076,0.5762064360441,0.3054392160031228
