folds:,0,1,2,3,4
primary-tumor,1.747635E7,1.4705133E7,1.4679642E7,1.5441603E7,1.4813093E7
ringnorm,1.95970727E8,1.61862619E8,1.69596711E8,1.89968913E8,1.94779269E8
seeds,1430937.0,1451599.0,1353259.0,1399682.0,1355087.0
semeion,3197813.0,1612369.0,1616316.0,1615802.0,3193288.0
soybean,7.3029386E7,7.1146255E7,8.0726984E7,8.3947806E7,7.9728427E7
spambase,501899.0,29968.0,501274.0,484879.0,501274.0
spect,8567819.0,7482353.0,7158848.0,6744145.0,7016462.0
spectf,2.8724654E7,2.2692375E7,2.4358109E7,2.4572943E7,2.3232906E7
statlog-australian-credit,1.119143E7,8608934.0,8592120.0,8864475.0,8627642.0
statlog-german-credit,2.8774761E7,2.9454105E7,3.0107595E7,2.95987E7,4.0682394E7
statlog-heart,7027279.0,3028288.0,2976778.0,4069124.0,3434933.0
statlog-image,6.9094953E7,1.30015453E8,6.4498131E7,6.2172828E7,6.3382819E7
statlog-landsat,387941.0,1.3650344E7,906407.0,387863.0,337896.0
statlog-shuttle,562166.0,560308.0,556847.0,564076.0,565408.0
statlog-vehicle,1.8705358E7,1.9720119E7,1.9821766E7,2.4227255E7,1.8047971E7
steel-plates,1.0050435E8,9.6908032E7,9.6670667E7,8.9009115E7,1.04071468E8
synthetic-control,9.9841945E7,1.22802563E8,1.12922044E8,1.17956965E8,1.15480274E8
teaching,852694.0,784307.0,747068.0,724644.0,768999.0
thyroid,1.98655639E8,1.93820317E8,1.84770009E8,1.99425123E8,1.81260374E8
tic-tac-toe,7024476.0,7615557.0,7615677.0,7195574.0,7960339.0
titanic,5976761.0,6138683.0,6230727.0,5530703.0,6754943.0
trains,132635.0,156439.0,52503.0,51833.0,82755.0
twonorm,1.0243576E7,1.7383325E7,1.5806202E7,1.8527539E7,1.0216991E7
vertebral-column-2clases,1440085.0,1518845.0,1454577.0,1930358.0,1519960.0
vertebral-column-3clases,1626506.0,1631359.0,1712937.0,1627013.0,1598216.0
wall-following,254224.0,256973.0,314814.0,254242.0,254830.0
waveform,114663.0,61329.0,21829.0,61238.0,101178.0
waveform-noise,113718.0,114323.0,231588.0,213954.0,229659.0
wine,3456835.0,2900772.0,3889854.0,3431171.0,2917858.0
wine-quality-red,2.6200335E7,2.6359324E7,2.578387E7,2.6549309E7,3.0859632E7
wine-quality-white,8.9062836E7,1.30391905E8,8.4898548E7,1.02427189E8,8.939682E7
yeast,3.7964203E7,3.1957616E7,3.5265466E7,2.8773448E7,3.5958907E7
zoo,3145672.0,3475091.0,2560977.0,3276393.0,3988280.0
