folds:,0,1,2,3,4
pittsburg-bridges-REL-L,1819536.0,1965390.0,1812305.0,1790316.0,1662955.0
pittsburg-bridges-SPAN,1719126.0,1888448.0,1692421.0,1733661.0,1878598.0
pittsburg-bridges-T-OR-D,1117409.0,1086858.0,1172652.0,1145185.0,1094878.0
pittsburg-bridges-TYPE,2099205.0,2156572.0,2293590.0,2126497.0,2173540.0
planning,1.0879912E7,1.1011757E7,1.1125888E7,1.0600637E7,1.0595775E7
plant-margin,3.0479726E7,6.2131793E7,1.2757021E7,6.7529574E7,6.6403917E7
plant-shape,5.7574978E7,7.8557151E7,1.59492487E8,7.635813E7,7.3896539E7
plant-texture,4.8766515E7,8.378806E7,8.5315328E7,4.3117889E7,7.0919987E7
post-operative,2256268.0,2310821.0,2592422.0,2378844.0,2251217.0
primary-tumor,2.9788791E7,3.041271E7,2.9772296E7,2.8863075E7,3.042735E7
ringnorm,7.2317737E7,7.1752926E7,7.1045813E7,7.1924195E7,7.181466E7
seeds,3075053.0,3350528.0,3179576.0,3289185.0,3487014.0
semeion,3.27085848E8,3.49983597E8,3.46692351E8,3.4198151E8,7.4748284E7
soybean,6.0673353E7,6.13894E7,6.002421E7,6.0029163E7,5.7262191E7
spambase,5.05463973E8,5.28741461E8,5.29537135E8,5.30290157E8,3.4254589E7
spect,1.6839136E7,1.6522337E7,1.6691873E7,1.5779475E7,1.6799085E7
spectf,1.6545634E7,1.7424837E7,1.7636358E7,1.7442725E7,1.6360579E7
statlog-australian-credit,4.1501593E7,4.222577E7,4.3780891E7,4.5333981E7,4.2420765E7
statlog-german-credit,6.3075471E7,6.0188546E7,6.2317464E7,6.0012465E7,5.8907294E7
statlog-heart,1.0749483E7,1.1303636E7,1.0571647E7,1.0392499E7,1.0279769E7
statlog-image,2.09828595E8,2.09090341E8,2.04950672E8,2.07722255E8,2.05612864E8
statlog-landsat,8794835.0,1.4031812E7,1.228643E7,1.2903697E7,1.4378189E7
statlog-shuttle,1.02107662E8,1.00567834E8,9.8241224E7,1.01683248E8,9.8265778E7
statlog-vehicle,7.3354016E7,7.2558689E7,7.3027023E7,7.7719717E7,7.7775948E7
steel-plates,3.37520778E8,3.41711628E8,3.49910625E8,3.54978823E8,3.38135969E8
synthetic-control,1.01096766E8,1.02563899E8,1.01999357E8,1.00442006E8,9.8725069E7
teaching,2080420.0,1939503.0,2152134.0,1776863.0,1975218.0
thyroid,2.64919351E8,2.74294425E8,2.72553985E8,2.60469682E8,3.26279206E8
tic-tac-toe,2.6272766E7,2.7464042E7,2.6288413E7,2.7266531E7,2.7748143E7
titanic,2698695.0,2688175.0,2802398.0,2627207.0,2596017.0
trains,167167.0,207330.0,206769.0,173885.0,172275.0
twonorm,4.6140827E7,4.374745E7,4.5113894E7,4.0347505E7,4.3700596E7
vertebral-column-2clases,4288106.0,4332958.0,4124914.0,4466973.0,3966779.0
vertebral-column-3clases,4430118.0,4593279.0,4739440.0,4645490.0,5013214.0
wall-following,5673064.0,4224096.0,3604269.0,2725076.0,2.99403179E8
waveform,1.1144315E7,9828909.0,1.1313028E7,3803793.0,8694539.0
waveform-noise,4.5069137E7,4.8236491E7,4.7338858E7,4.9216758E7,4.5732186E7
wine,7518001.0,7385966.0,7889764.0,7397014.0,7441832.0
wine-quality-red,1.66165741E8,1.66858822E8,1.6859907E8,1.70481706E8,1.70246118E8
wine-quality-white,2.5413326E7,2.6138531E7,2.4746391E7,2.5426968E7,2.4134436E7
yeast,7.0567865E7,7.0571201E7,7.1100292E7,6.9693478E7,6.9630606E7
zoo,4126080.0,4765319.0,4497522.0,4792162.0,4410855.0
